eventID,year,month,day,hour,minute,second,longitude,latitude,depth,magnitude,sigmaMagnitude
970098,1996,6,16,3,39,40.5,102.52,-5.28,353.9,3.51648,0.0
7187243,2003,11,19,0,35,1.66,106.7728,-2.2458,353.6,2.80899,0.0
3268928,2001,2,10,3,43,4.16,104.6332,-4.48,351.6,3.21327,0.0
619569138,2020,11,22,18,10,27.1,103.758,-3.2256,350.0,3.01113,0.0
617446335,2018,1,15,17,52,39.55,104.0833,-3.2815,350.0,3.31434,0.0
17197255,2011,3,19,14,21,45.81,107.4003,-6.2506,350.0,3.51648,0.0
605700603,2014,10,31,20,41,59.9,103.9595,-3.4975,350.0,3.51648,0.0
617449209,2018,3,10,13,40,35.88,103.5143,-3.0571,350.0,3.51648,0.0
2402602,2000,7,20,23,49,34.39,107.3717,-5.6094,350.0,3.61755,0.0
604030791,2014,2,1,20,56,58.9,103.9681,-2.8774,350.0,3.61755,0.0
17188760,2010,12,28,4,28,36.38,107.6643,-7.483,350.0,3.71862,0.0
616315955,2019,7,26,0,40,7.4,103.9568,-3.2944,350.0,3.71862,0.0
600955252,2012,3,14,16,33,51.45,106.5434,-4.8467,350.0,3.92076,0.0
611805174,2018,3,6,14,34,7.03,106.7462,-5.1104,350.0,3.92076,0.0
611928316,2018,4,23,13,51,37.42,104.1843,-3.2702,350.0,4.02183,0.0
9306539,2006,7,14,21,30,46.83,103.9427,-3.2897,350.0,4.1229,0.0
307032,1992,1,12,18,26,18.78,103.6529,-3.7516,350.0,4.2,0.0
540967,1984,10,9,13,44,53.32,103.7404,-3.1328,350.0,4.42611,0.0
406670,1989,4,7,3,25,14.04,104.1493,-3.0083,350.0,4.72932,0.0
264598,1992,11,26,10,28,55.4,106.4522,-5.7655,350.0,4.8,0.0
611201,1981,9,9,12,54,31.23,106.491,-5.1323,350.0,4.93146,0.0
871251,1964,1,14,8,24,46.16,104.224,-3.0476,350.0,5.03253,0.0
823777,1968,4,11,3,36,48.34,107.9806,-5.8347,350.0,5.1336,0.0
17182316,2010,9,18,14,37,6.87,108.1169,-5.8252,349.0,3.21327,0.0
7065674,2003,8,20,5,31,23.18,108.054,-5.674,345.2,3.21327,0.0
1445274,1999,1,30,21,59,43.4,106.8754,-4.8821,344.5,3.81969,0.0
1957557,1999,11,9,16,45,23.41,104.8614,-3.8836,337.9,3.51648,0.0
6856541,2003,5,30,7,14,58.46,105.2337,-3.5312,333.4,2.91006,0.0
1031546,1997,6,11,4,50,34.79,109.0878,-6.0101,330.0,4.02183,0.0
866011,1964,7,13,12,30,42.16,106.3265,-5.3731,330.0,4.42611,0.0
1539039,1999,3,7,1,32,28.28,107.4768,-5.9465,327.1,5.1336,0.0
258946,1992,12,24,17,57,14.6,101.2,-2.9,327.0,4.0,0.0
277238,1992,8,13,11,25,11.9,103.3,-4.7,323.0,2.7,0.0
12080367,2009,1,5,11,46,19.99,107.7846,-5.6886,321.7,3.31434,0.0
9751653,2006,12,10,10,28,42.07,109.8652,-6.7169,320.0,3.92076,0.0
2784691,2000,11,10,10,57,3.89,106.1131,-4.4499,319.8,3.31434,0.0
291228,1992,5,13,18,21,51.3,102.4,-5.7,319.0,3.0,0.0
8296107,2005,3,30,4,25,51.31,107.7725,-5.7408,318.8,3.31434,0.0
308438,1992,1,25,12,39,44.6,101.1,-2.3,317.0,3.9,0.0
611053280,2017,9,25,20,8,23.8,107.7974,-5.9145,317.0,4.1229,0.0
608483859,2016,3,14,13,29,11.64,107.2392,-5.7212,312.7,4.32504,0.0
614399717,2018,11,15,15,16,50.11,108.0621,-6.1339,310.9,4.02183,0.0
948859,1996,2,19,16,53,53.32,107.8843,-6.2862,310.0,3.92076,0.0
7375799,2004,7,25,11,59,41.01,108.0806,-6.149,310.0,4.1229,0.0
329850,1991,6,22,18,18,38.54,107.2064,-5.5378,310.0,4.52718,0.0
164980,1994,7,17,4,42,42.89,107.4442,-6.0158,309.9,5.33574,0.0
6536776,2003,1,14,13,5,49.17,103.8194,-2.6493,309.3,3.71862,0.0
13242477,2007,10,15,5,28,37.0,109.54,-7.18,309.0,3.1,0.0
2784854,2000,11,12,22,51,7.64,103.9009,-2.6013,308.5,3.21327,0.0
6589035,2003,2,16,19,34,24.67,105.793,-3.8933,305.8,2.91006,0.0
606792977,2012,11,12,18,28,40.4,108.06,-7.13,305.0,3.1,0.0
12698079,2008,7,8,3,37,44.2,107.9231,-6.1817,303.2,3.41541,0.0
601109574,2012,6,8,7,4,23.55,107.4601,-5.8827,302.0,4.52718,0.0
17179218,2010,7,28,20,36,52.64,106.9909,-6.1469,301.4,3.01113,0.0
686101,1978,2,5,18,18,17.88,104.2603,-3.4512,301.0,5.03253,0.0
301162,1992,3,24,20,28,20.49,106.5002,-5.9676,300.0,3.1,0.0
617416259,2019,3,12,19,27,23.45,108.4071,-5.6772,300.0,3.1122,0.0
602859395,2013,2,22,9,8,30.32,103.5001,-2.7643,300.0,3.21327,0.0
6835846,2003,5,6,9,9,47.62,108.9658,-4.988,300.0,3.31434,0.0
2204677,2000,3,21,21,12,45.3,104.6207,-7.4993,300.0,3.4,0.0
600733980,2012,1,18,16,32,59.11,105.8109,-5.4861,300.0,3.41541,0.0
608586881,2016,3,2,12,13,15.65,103.22,-2.8574,300.0,3.41541,0.0
2682149,2002,1,7,22,55,22.09,107.0304,-5.7523,300.0,3.51648,0.0
617461246,2018,12,15,13,21,36.22,107.9274,-6.5186,300.0,3.51648,0.0
617438446,2019,12,17,11,12,42.13,107.5455,-6.0471,300.0,3.51648,0.0
13291131,2007,12,17,5,42,37.0,103.0559,-3.105,300.0,3.61755,0.0
606908789,2013,12,27,12,4,29.8,107.4297,-5.4915,300.0,3.61755,0.0
617411212,2019,1,21,3,6,19.48,103.8073,-3.7399,300.0,3.61755,0.0
619721516,2020,12,31,22,19,34.9,103.8116,-2.9329,300.0,3.61755,0.0
1002705,1996,12,20,20,2,31.34,106.3312,-5.9437,300.0,3.71862,0.0
1033242,1997,6,22,3,7,14.33,107.2234,-6.0124,300.0,3.71862,0.0
617453529,2018,6,23,21,41,33.82,107.7939,-5.907,300.0,3.71862,0.0
12635887,2009,3,29,20,22,18.28,103.1466,-3.2984,300.0,3.81969,0.0
602389915,2012,11,24,0,34,52.63,107.8177,-6.4993,300.0,3.81969,0.0
607188096,2015,3,10,0,59,13.03,107.927,-6.2221,300.0,3.81969,0.0
607673805,2015,7,29,0,34,19.77,104.2087,-3.114,300.0,3.81969,0.0
611951167,2018,5,14,13,50,10.87,107.4685,-6.0831,300.0,3.81969,0.0
613568470,2018,10,24,21,45,23.63,107.2466,-5.9307,300.0,3.81969,0.0
617589003,2020,2,16,8,30,37.57,107.219,-6.1782,300.0,3.81969,0.0
12079524,2008,12,30,9,42,19.76,108.3115,-6.3369,300.0,3.92076,0.0
605416358,2014,8,18,19,47,45.99,107.9171,-6.2856,300.0,3.92076,0.0
7420171,2004,10,20,15,47,42.86,108.0452,-6.289,300.0,4.02183,0.0
12082509,2009,1,27,19,23,36.2,108.2173,-6.4251,300.0,4.02183,0.0
15637462,2010,7,5,4,12,46.95,107.7585,-6.0438,300.0,4.02183,0.0
382734,1989,12,1,18,44,43.73,108.3205,-6.1318,300.0,4.1229,0.0
3318185,2001,5,12,18,7,37.06,108.0332,-5.6342,300.0,4.1229,0.0
3791439,2002,7,10,16,59,25.58,107.6541,-5.6528,300.0,4.1229,0.0
606920094,2014,7,20,18,46,53.82,107.8093,-6.256,300.0,4.1229,0.0
618835532,2020,8,13,19,3,44.88,103.4857,-3.0019,300.0,4.1229,0.0
11533908,2008,5,29,1,30,33.76,107.4935,-5.8652,300.0,4.22397,0.0
619620641,2020,12,9,4,41,22.15,103.8157,-3.3256,300.0,4.22397,0.0
17039200,2011,8,30,9,56,0.52,107.4122,-5.8913,300.0,4.32504,0.0
938741,1997,8,29,5,19,56.5,102.518,-3.283,300.0,4.5,0.0
518692,1985,8,23,0,19,58.1,103.3852,-2.7973,300.0,4.52718,0.0
364495,1990,7,29,14,16,53.48,104.8477,-3.8684,300.0,4.52718,0.0
383106,1989,12,6,1,54,52.19,107.6763,-5.8044,300.0,4.62825,0.0
322050,1991,8,6,15,46,26.77,107.8485,-6.1829,300.0,4.62825,0.0
300897,1992,3,22,15,45,18.49,107.5742,-5.5096,300.0,4.7,0.0
812138,1969,2,12,16,8,51.45,107.7755,-5.8363,300.0,4.72932,0.0
486049,1986,9,8,11,51,27.69,108.4075,-6.3806,300.0,4.72932,0.0
378208,1990,2,10,23,4,9.52,104.3932,-3.8613,300.0,4.72932,0.0
283570,1992,7,22,16,22,59.0,108.7,-6.9,300.0,4.8,0.0
262543,1992,11,14,2,48,17.97,108.6706,-7.22,300.0,4.8,0.0
263705,1992,11,21,3,25,46.94,107.6967,-6.2985,300.0,4.8,0.0
787690,1971,2,25,9,32,42.42,107.6098,-5.6414,300.0,4.83039,0.0
175396,1994,5,28,8,49,49.55,107.1867,-5.9367,300.0,5.1336,0.0
1080990,1998,3,10,2,11,51.4,109.0165,-7.173,300.0,5.3,0.0
1090235,1998,4,5,4,28,34.6,101.2718,-3.6356,300.0,5.3,0.0
1699698,1999,6,18,22,21,43.75,106.3288,-5.2808,298.5,3.61755,0.0
13266864,2007,11,15,15,31,57.0,105.27,-4.07,298.0,4.3,0.0
283545,1992,7,22,12,1,34.7,106.9,-6.1,298.0,4.8,0.0
604273281,2014,3,24,15,46,33.06,103.9403,-3.4311,297.6,4.83039,0.0
618655473,2020,6,20,13,42,36.33,107.8549,-6.2806,297.2,3.21327,0.0
1062898,1998,1,7,10,32,13.3,109.9514,-6.6449,292.9,5.0,0.0
608096600,2015,8,27,4,10,56.64,102.2392,-2.0999,292.1,3.1122,0.0
13665141,2007,8,8,17,5,6.6,107.4779,-5.9168,292.1,6.75072,0.0
3928934,2002,9,20,20,47,42.36,108.2527,-6.0211,291.7,4.32504,0.0
260324,1992,12,31,21,25,11.7,109.0,-6.2,290.0,4.1,0.0
386448,1989,11,8,15,20,52.47,108.096,-6.2627,289.0,5.03253,0.0
3412806,2001,4,24,18,37,28.8,106.9935,-6.0215,288.2,4.62825,0.0
585164,1983,1,18,22,47,1.9,107.576,-6.6614,288.1,4.42611,0.0
8303827,2005,4,29,19,23,4.19,104.883,-4.6224,286.5,3.21327,0.0
2781602,2000,9,20,13,58,13.02,104.7582,-2.9756,285.4,3.21327,0.0
7385114,2004,8,4,17,24,54.85,106.4721,-5.3485,285.3,3.21327,0.0
185836,1994,2,17,2,54,12.81,106.6075,-5.4411,284.7,4.72932,0.0
304544,1992,2,20,2,12,55.5,109.9,-7.6,283.0,4.8,0.0
266662,1992,10,9,3,10,34.4,100.0,-2.0,281.0,4.0,0.0
12074862,2008,11,26,5,25,24.83,106.8491,-5.6636,280.4,4.02183,0.0
618620351,2018,2,5,9,36,29.7,106.07,-5.26,280.0,4.22397,0.0
281030,1992,7,8,14,58,16.7,102.1,-4.7,277.0,3.0,0.0
12893758,2008,4,25,5,4,14.0,104.54,-2.92,277.0,4.6,0.0
17182162,2010,9,15,8,53,52.98,107.5929,-5.8055,276.6,3.41541,0.0
621461683,2020,3,3,21,19,44.8,103.35,-3.21,275.0,3.2,0.0
15686815,2010,11,13,7,52,4.19,109.4814,-6.9371,273.4,4.42611,0.0
3793815,2002,6,11,5,20,49.04,108.6881,-6.7441,271.6,3.41541,0.0
297952,1992,4,30,8,3,18.6,108.9,-6.5,271.0,3.2,0.0
606931848,2015,1,19,22,32,40.13,103.9022,-3.8942,270.7,3.61755,0.0
617450240,2018,4,1,21,13,46.5,108.7315,-5.5443,270.5,3.41541,0.0
603988616,2013,10,4,8,32,15.18,103.7078,-3.382,270.2,3.01113,0.0
82227,1995,10,31,5,53,50.72,109.0725,-7.0876,270.0,4.1229,0.0
264327,1992,11,24,16,51,32.9,107.1,-6.2,269.0,2.8,0.0
261537,1992,11,7,20,26,42.9,109.4,-7.7,269.0,3.2,0.0
2795218,2001,5,8,16,32,41.45,108.361,-6.5465,267.6,4.1229,0.0
9675040,2006,9,17,19,46,45.19,109.7152,-8.6214,267.4,3.21327,0.0
286584,1992,6,11,6,49,20.3,108.2,-5.8,267.0,3.2,0.0
12080808,2009,1,9,5,13,29.14,103.8433,-3.1542,266.7,3.01113,0.0
9750396,2006,11,28,7,55,15.93,109.2757,-6.5598,266.4,3.81969,0.0
91586,1995,8,31,15,49,19.23,107.0306,-5.8292,266.3,4.83039,0.0
3320024,2001,5,27,5,42,56.58,106.008,-3.602,264.7,3.01113,0.0
562057,1984,1,30,17,34,21.6,108.9183,-6.5658,264.4,5.23467,0.0
602007897,2011,10,20,16,22,13.7,108.72,-7.32,264.0,2.5,0.0
611818503,2016,12,14,3,27,12.5,106.59,-6.41,262.0,4.72932,0.0
7325794,2004,4,4,11,45,5.88,108.9415,-6.6521,261.4,2.91006,0.0
1050930,1997,11,5,10,47,25.91,108.4075,-6.3664,260.0,4.22397,0.0
1959920,1999,12,11,22,28,1.14,109.0523,-6.4664,260.0,4.22397,0.0
296057,1992,4,16,18,53,15.34,108.7932,-6.6956,260.0,4.7,0.0
266451,1992,10,7,14,28,49.2,102.1,-4.6,260.0,4.8,0.0
614458843,2018,12,7,13,49,21.55,108.4315,-7.0497,259.6,4.1229,0.0
17153735,2010,3,30,14,32,55.71,103.6041,-3.6786,259.1,3.1122,0.0
15850357,2009,4,4,19,52,45.4,107.98,-6.92,259.0,2.6,0.0
7451675,2004,12,24,23,54,47.06,109.2227,-6.5906,258.8,4.62825,0.0
277554,1992,8,15,19,34,56.5,106.9,-6.4,258.0,3.0,0.0
10597133,2006,3,4,10,44,51.64,104.5929,-4.1171,257.4,4.72932,0.0
17184290,2010,10,25,11,23,20.18,102.6193,-3.3877,256.5,3.21327,0.0
15880826,2010,4,5,10,53,41.9,109.21,-7.4,256.0,2.9,0.0
299487,1992,3,12,12,22,12.1,107.2,-8.9,256.0,3.0,0.0
9306525,2006,7,14,15,9,33.44,107.3515,-5.9044,256.0,3.81969,0.0
617412605,2019,1,29,13,14,40.99,109.1171,-7.1066,255.9,3.1122,0.0
6585727,2003,2,12,10,1,22.79,102.6814,-2.3661,254.6,2.91006,0.0
15882190,2010,7,24,19,56,42.0,103.04,-4.46,254.0,3.4,0.0
8715217,2006,9,9,17,48,56.22,109.7562,-6.9667,253.5,4.72932,0.0
17190378,2011,1,17,5,15,54.09,101.7262,-2.3026,253.0,3.01113,0.0
3332317,2001,9,23,16,4,22.21,103.5057,-4.6839,252.4,3.1122,0.0
8313801,2005,9,24,7,14,20.62,106.6278,-5.5294,250.7,3.51648,0.0
602012839,2012,2,25,16,55,51.8,109.63,-7.19,250.0,2.7,0.0
17176411,2010,6,24,21,22,14.01,104.602,-2.9659,250.0,2.91006,0.0
607262940,2015,4,15,19,36,33.84,107.2949,-5.4438,250.0,2.91006,0.0
617443894,2017,11,6,23,10,49.01,101.9603,-2.3121,250.0,3.31434,0.0
601566551,2012,8,20,8,52,24.51,108.8876,-7.1178,250.0,3.41541,0.0
610789366,2017,6,23,23,48,31.63,101.9032,-2.5403,250.0,3.41541,0.0
611310393,2017,10,16,6,30,52.95,102.2644,-2.1859,250.0,3.41541,0.0
17498141,2011,9,20,0,14,4.77,102.7887,-2.66,250.0,3.51648,0.0
606930995,2015,1,6,15,40,11.39,104.3683,-4.5171,250.0,3.51648,0.0
617807875,2020,3,9,17,2,19.84,104.3686,-4.306,250.0,3.51648,0.0
17183064,2010,10,2,6,29,50.59,107.9499,-6.273,250.0,3.61755,0.0
602388964,2012,11,7,15,42,29.12,103.6868,-2.9088,250.0,3.61755,0.0
607635015,2015,5,16,12,16,53.95,109.1071,-6.766,250.0,3.61755,0.0
13270851,2007,11,21,1,12,56.89,109.5764,-6.6408,250.0,3.71862,0.0
17204016,2011,5,20,5,46,42.1,103.144,-2.6785,250.0,3.71862,0.0
607633546,2015,5,2,19,37,22.61,109.3626,-6.444,250.0,3.71862,0.0
617409917,2020,1,12,8,18,32.63,102.7081,-3.2929,250.0,3.71862,0.0
113218,1995,3,10,11,6,35.85,107.7965,-6.9823,250.0,3.81969,0.0
1109192,1998,5,28,17,13,42.45,109.6895,-6.4335,250.0,3.92076,0.0
2425643,2000,3,29,17,45,59.87,103.1557,-2.9528,250.0,4.02183,0.0
3268047,2001,2,2,15,22,12.17,106.924,-5.8341,250.0,4.02183,0.0
2794731,2001,4,13,14,48,36.52,108.161,-6.1094,250.0,4.02183,0.0
6250652,2002,12,1,17,38,59.02,106.9623,-5.8997,250.0,4.02183,0.0
12702211,2009,3,1,19,31,40.19,102.3398,-2.1116,250.0,4.02183,0.0
1076167,1998,2,10,10,50,58.29,108.176,-6.5441,250.0,4.1229,0.0
2253022,2001,10,22,0,50,1.89,103.2193,-3.1124,250.0,4.1229,0.0
611019134,2017,8,17,4,35,7.98,103.054,-3.1498,250.0,4.1229,0.0
611685728,2018,2,11,6,48,54.32,108.4805,-6.7233,250.0,4.1229,0.0
611852738,2018,4,2,13,2,14.83,107.3182,-6.1788,250.0,4.1229,0.0
612741568,2018,9,24,17,53,41.62,107.1387,-6.0129,250.0,4.1229,0.0
991172,1996,10,12,15,36,28.41,104.3457,-4.1957,250.0,4.22397,0.0
16398766,2011,2,22,17,13,35.92,108.0926,-6.5615,250.0,4.22397,0.0
378503,1990,2,14,16,44,34.3,108.1147,-6.6407,250.0,4.32504,0.0
615072211,2016,11,25,5,31,53.27,107.1209,-6.042,250.0,4.32504,0.0
610617930,2017,5,7,1,12,40.56,106.7981,-5.6825,250.0,4.32504,0.0
456400,1987,10,28,18,55,1.48,109.4283,-6.517,250.0,4.42611,0.0
247515,1993,2,12,4,14,27.23,108.9078,-5.5078,250.0,4.42611,0.0
91587,1995,8,31,15,50,18.76,106.5552,-5.7954,250.0,4.42611,0.0
2794904,2001,4,22,1,32,47.73,109.0623,-7.0467,250.0,4.42611,0.0
3760233,2002,4,15,14,41,44.45,102.7807,-2.4595,250.0,4.52718,0.0
612490286,2017,7,11,9,9,54.92,109.8723,-7.13,250.0,4.52718,0.0
819660,1968,6,2,20,32,12.01,109.479,-6.6332,250.0,4.62825,0.0
251629,1993,1,10,12,3,16.98,109.3481,-5.6322,250.0,4.62825,0.0
289045,1992,6,28,5,36,49.43,107.2443,-6.8207,250.0,4.8,0.0
698300,1977,5,9,11,36,55.85,104.5517,-2.947,250.0,4.93146,0.0
508146,1985,12,12,12,39,0.65,108.2242,-6.673,250.0,5.03253,0.0
776072,1972,2,8,14,12,22.97,109.5905,-6.5198,250.0,5.1336,0.0
695334,1977,8,31,10,3,48.96,103.8613,-3.2882,250.0,5.1336,0.0
269684,1992,10,25,14,37,46.89,106.9994,-5.7516,250.0,5.43681,0.0
617804397,2020,3,18,23,54,49.33,109.3995,-6.7988,249.5,4.62825,0.0
618627404,2018,12,1,21,22,26.6,108.07,-7.35,244.0,2.2,0.0
2772714,2000,6,9,19,51,7.7,104.14,-4.7903,243.4,3.51648,0.0
2791071,2000,6,11,0,10,44.2,103.576,-3.1488,243.3,4.9,0.0
608343560,2016,1,25,12,54,10.02,108.362,-6.6904,242.8,4.22397,0.0
600085235,2011,10,11,9,7,54.88,102.8756,-2.778,242.2,3.71862,0.0
15880856,2010,4,6,7,36,44.0,108.01,-6.73,242.0,3.0,0.0
3412047,2001,3,13,23,11,47.0,100.3092,-2.1284,240.0,4.8,0.0
601863605,2012,9,15,21,11,19.74,103.3173,-4.0883,239.0,3.1122,0.0
2776088,2000,7,14,5,37,47.76,103.9938,-3.8618,238.9,3.41541,0.0
606806711,2013,2,5,1,5,11.7,108.25,-7.46,238.0,3.1,0.0
618633042,2019,8,19,16,0,29.8,108.87,-6.87,238.0,4.52718,0.0
618634617,2019,11,3,18,13,36.8,108.25,-7.11,236.0,3.2,0.0
861155,1965,1,17,20,57,41.93,109.0061,-6.8049,234.6,5.94216,0.0
391413,1989,9,1,11,57,24.46,108.3409,-6.6979,234.4,5.33574,0.0
6256707,2002,12,12,0,48,38.04,105.089,-4.4556,234.2,3.71862,0.0
7370226,2004,7,11,12,55,43.86,104.4014,-5.033,234.0,3.1122,0.0
619645513,2021,1,7,19,5,35.01,109.1834,-6.889,234.0,4.22397,0.0
606928733,2014,12,3,13,31,57.39,102.9745,-2.7528,233.7,2.80899,0.0
295290,1992,4,10,16,15,0.23,104.4157,-4.3134,233.5,5.53788,0.0
618625147,2018,8,12,6,37,22.2,108.18,-7.16,232.0,3.3,0.0
609915798,2016,10,19,21,3,55.43,102.4611,-2.3505,231.8,3.21327,0.0
604067407,2014,2,26,2,36,56.39,108.2467,-6.8686,231.5,4.32504,0.0
12073999,2008,11,18,11,6,55.31,109.1124,-6.9645,231.1,4.22397,0.0
1095272,1998,4,29,9,13,5.9,103.436,-4.2865,231.0,3.1122,0.0
239336,1993,4,19,9,17,53.4,109.1,-7.0,231.0,3.7,0.0
615351280,2017,8,28,13,29,36.1,108.96,-7.18,231.0,4.22397,0.0
2772103,2000,6,6,1,40,55.11,102.537,-3.7122,230.9,3.41541,0.0
2220417,2000,2,28,1,20,9.8,109.9414,-7.1206,230.9,5.03253,0.0
15860735,2009,12,17,21,12,42.4,109.12,-7.19,230.0,2.8,0.0
3334611,2001,10,19,9,49,27.14,109.0273,-6.2667,230.0,3.92076,0.0
13341263,2008,1,24,23,10,24.21,109.4554,-6.7165,230.0,3.92076,0.0
8307962,2005,6,21,12,33,47.07,102.6311,-3.132,230.0,4.02183,0.0
614595028,2019,1,6,20,19,28.84,102.9822,-2.8783,229.7,4.1229,0.0
15635937,2010,6,15,18,13,15.61,108.2609,-6.8336,229.6,3.92076,0.0
3182876,2002,6,16,18,31,11.33,102.4847,-2.323,229.2,5.53788,0.0
279883,1992,7,1,10,4,27.8,104.7,-5.0,228.0,4.7,0.0
939218,1997,8,31,21,56,38.7,103.786,-3.303,227.5,3.21327,0.0
609382922,2016,7,2,6,9,0.32,109.1274,-7.2221,227.1,3.92076,0.0
610235513,2017,1,27,22,23,55.68,102.8304,-2.8764,226.0,4.02183,0.0
7007242,2003,7,26,8,11,51.3,104.4171,-4.185,225.5,3.92076,0.0
618622959,2018,5,25,3,58,56.3,107.02,-6.35,225.0,3.6,0.0
269426,1992,10,24,2,53,22.8,106.9,-5.5,225.0,3.9,0.0
6532351,2003,1,7,5,39,31.63,103.4552,-2.8987,224.6,4.02183,0.0
801298,1969,12,21,15,11,19.82,108.2271,-6.5677,224.4,4.93146,0.0
9750535,2006,11,29,11,51,28.2,101.8784,-2.6184,223.0,3.41541,0.0
346579,1990,12,7,12,17,42.27,108.8055,-6.9511,222.6,4.93146,0.0
618985535,2020,9,6,16,45,25.15,102.3349,-2.1255,222.1,4.72932,0.0
13266866,2007,11,15,15,34,56.6,107.49,-4.39,222.0,4.62825,0.0
3791094,2002,7,6,14,34,22.19,104.3158,-6.6236,221.9,3.21327,0.0
603988038,2013,9,21,14,18,37.18,104.6753,-4.4624,221.3,3.71862,0.0
616301998,2019,8,17,17,23,35.66,108.994,-6.8388,221.3,4.22397,0.0
17186841,2010,12,11,18,22,35.67,106.4709,-5.5008,221.2,3.21327,0.0
